"Nelle aree pedonali possono transitare i veicoli ad emissione zero (elettrici), se espressamente consentito",V
Nelle aree pedonali possono transitare i pedoni,V
Nelle aree pedonali possono transitare le biciclette,V
Nelle aree pedonali possono transitare i veicoli al servizio di persone diversamente abili,V
"Nelle aree pedonali possono transitare i veicoli della polizia, con sirena e luce lampeggiante blu in funzione",V
"Nelle aree pedonali possono transitare gli autoveicoli dei vigili del fuoco, con luce lampeggiante blu e sirena in funzione",V
"Nelle aree pedonali possono transitare tutti i motocicli, purché diano la precedenza ai pedoni",F
"Nelle aree pedonali possono transitare i trattori stradali, con velocità non superiore a 30 km/h",F
Nelle aree pedonali i ciclomotori possono transitare solo di giorno,F
"Nelle aree pedonali possono transitare tutti gli autoveicoli, ma con prudenza",F
"Nelle aree pedonali possono transitare i quadricicli a motore, purché non superino la velocità di 50 km/h",F
La strada può essere suddivisa in carreggiate,V
La strada può comprendere le piste ciclabili,V
La strada può essere a senso unico di circolazione,V
La strada può essere a doppio senso di circolazione,V
"La strada è aperta alla circolazione dei pedoni, degli animali e dei veicoli",V
La strada non comprende le banchine,F
La strada è riservata alla circolazione dei soli autoveicoli e motocicli,F
La strada è normalmente riservata alla circolazione dei soli veicoli e animali,F
La strada non comprende i marciapiedi,F
"La strada è qualsiasi area asfaltata, limitata lateralmente dagli attraversamenti pedonali",F
L'autostrada non ha incroci a raso che l'attraversano,V
L'autostrada è dotata di speciali corsie per l'ingresso e l'uscita dei veicoli,V
L'autostrada è a carreggiate indipendenti o separate da spartitraffico,V
I motocicli con cilindrata di almeno 150 cm3 possono circolare in autostrada,V
Le macchine agricole non possono circolare in autostrada,V
Non tutti i tipi di veicoli possono circolare in autostrada,V
L'uscita dei veicoli dalle autostrade avviene tramite corsie di decelerazione,V
L'autostrada deve essere lateralmente recintata,V
Nelle autostrade possono circolare solo le autovetture,F
Nelle autostrade possono circolare tutti i tipi di motocicli,F
L'autostrada può comprendere piste ciclabili,F
Nelle autostrade possono circolare i ciclomotori e i motocicli con cilindrata fino a 125 cm3,F
Nelle autostrade possono circolare solo gli autoveicoli,F
Nelle autostrade possono circolare tutti i motocicli e i ciclomotori,F
La carreggiata può essere a senso unico di circolazione,V
La carreggiata può essere a doppio senso di circolazione,V
La carreggiata può essere suddivisa in corsie,V
La carreggiata non comprende le piste ciclabili,V
La carreggiata non comprende i marciapiedi,V
La carreggiata è la parte della strada destinata normalmente alla circolazione dei veicoli,V
La carreggiata è destinata soltanto alla circolazione di carri a trazione animale,F
La carreggiata è destinata alla sosta di emergenza,F
La carreggiata è destinata alla sosta degli autocarri,F
La carreggiata è la traccia lasciata dalle ruote dei veicoli sulle strade innevate,F
La carreggiata comprende le piazzole di sosta,F
Fanno parte della carreggiata le corsie di marcia,V
Fanno parte della carreggiata gli attraversamenti ciclabili,V
Fanno parte della carreggiata gli attraversamenti pedonali,V
Fanno parte della carreggiata le corsie di sorpasso,V
Fanno parte della carreggiata le corsie di emergenza delle autostrade,F
Fanno parte della carreggiata le banchine,F
Fanno parte della carreggiata i marciapiedi,F
La corsia può essere destinata alla normale marcia dei veicoli,V
La corsia è limitata da strisce continue o discontinue,V
La corsia può essere di accelerazione,V
La corsia può essere di decelerazione,V
Le corsie possono essere vietate a taluni tipi di veicoli,V
"La corsia può essere riservata alla circolazione di alcune categorie di veicoli (taxi, autobus, ecc.)",V
La corsia può essere destinata ad effettuare sorpassi,V
L'ente proprietario della strada può imporre che su una corsia i veicoli transitino ad una velocità minima obbligatoria,V
La corsia è una parte della carreggiata che consente la circolazione di una sola fila di veicoli,V
"La corsia può essere destinata alle soste di emergenza, in caso di guasto o malessere",V
La corsia può essere riservata ai veicoli che intendono svoltare (corsia specializzata),V
La corsia può essere destinata al rallentamento dei veicoli in uscita dalle autostrade,V
La corsia è destinata solo al transito dei pedoni,F
La corsia può essere a doppio senso di circolazione,F
La corsia è una pista riservata alle vetture da corsa,F
La corsia non può mai essere attraversata dai pedoni,F
La corsia è formata da due carreggiate,F
La corsia è una strada a scorrimento veloce,F
"Nei centri abitati, su una stessa corsia possono circolare affiancati due motocicli",F
"Fuori dai centri abitati, su una stessa corsia possono circolare affiancati due ciclomotori",F
La corsia di accelerazione facilita l'ingresso dei veicoli in autostrada o su strade extraurbane principali,V
La corsia di accelerazione serve ad entrare correttamente in autostrada,V
La corsia di accelerazione viene utilizzata per aumentare la velocità,V
La corsia di accelerazione serve per rientrare sulla carreggiata dell’autostrada dopo che si è usciti da un’area di servizio,V
La corsia di accelerazione può essere utilizzata per il sorpasso,F
La corsia di accelerazione serve per uscire da una piazzola di sosta,F
La corsia di accelerazione serve per abbandonare la carreggiata dell’autostrada ed entrare in un’area di sosta,F
La corsia di decelerazione facilita l'uscita dei veicoli dall'autostrada,V
La corsia di decelerazione serve per uscire correttamente da una strada extraurbana principale,V
La corsia di decelerazione serve per uscire dalla carreggiata dell’autostrada ed entrare nell’area di servizio,V
La corsia di decelerazione può essere utilizzata per la sosta dei veicoli,F
La corsia di decelerazione serve per entrare in una piazzola di sosta,F
La corsia di decelerazione serve ad entrare in autostrada,F
"La banchina non consente, di norma, il transito ai veicoli",V
"La banchina è parte della strada, posta al di fuori della carreggiata",V
"La banchina è parte della strada, situata oltre la linea bianca continua di margine della carreggiata",V
"La banchina è riservata ai veicoli lenti, nelle strade in salita",F
Sulle banchine la sosta dei veicoli è consentita per un massimo di 5 ore,F
La banchina divide la carreggiata in due corsie,F
"La banchina è parte della carreggiata, destinata alla sosta dei veicoli",F
"Il marciapiede è una parte della strada, rialzata o delimitata in altro modo, riservata ai pedoni",V
"Il marciapiede è una parte della strada riservata, di norma, ai pedoni",V
Il marciapiede consente la sosta dei veicoli solo in presenza di apposite strisce di parcheggio,V
"Il marciapiede è una parte della strada, al di fuori della carreggiata, destinata alla circolazione dei pedoni",V
Il marciapiede è una parte della carreggiata,F
Il marciapiede è una parte della strada riservata anche alle biciclette,F
"Il marciapiede è riservato ai pedoni e ai veicoli in sosta, qualora non sia rialzato",F
"Il marciapiede è una parte della strada dove, di norma, è consentita la sosta dei ciclomotori",F
"l salvagente, posto in corrispondenza di attraversamenti pedonali, serve anche al riparo o alla sosta dei pedoni che attraversano la strada",V
"Il salvagente facilita la salita e la discesa dei passeggeri da tram, filobus o autobus",V
Il salvagente può essere segnalato da colonnine luminose a luce gialla fissa,V
Il salvagente serve a dividere i sensi di marcia in una strada a doppio senso di circolazione,F
Il salvagente serve a incanalare i veicoli in varie direzioni,F
Il salvagente è una persona preposta al primo soccorso,F
Il salvagente è un itinerario ciclopedonale,F
"Il passo carrabile consente ai veicoli di accedere alle proprietà private laterali alla strada (garage, cortili, ecc.)",V
Il passo carrabile permette ai veicoli che circolano su una strada pubblica di accedere ad un'area laterale adibita alla sosta,V
"Il passo carrabile deve essere corredato da apposito segnale, che riporti l'ente e il numero di autorizzazione",V
Il passo carrabile è una zona per l’accesso dei veicoli alle proprietà laterali alla strada,V
In corrispondenza del passo carrabile è consentita la fermata,V
Il passo carrabile è un parcheggio scambiatore,F
Il passo carrabile è una strada riservata ai carri trainati da animali,F
Il passo carrabile è una strada riservata agli autocarri,F
Il passo carrabile è un salvagente circolare per i pedoni,F
Il passo carrabile è un segnale che impone la circolazione rotatoria su una piazza,F
In corrispondenza del passo carrabile è consentita la sosta,F
"I veicoli a due ruote, con motore termico fino a 50 cm3 di cilindrata e velocità massima di 45 km/h sono ciclomotori",V
I ciclomotori possono avere due o tre ruote,V
Non tutti i veicoli a motore a due ruote vengono classificati ciclomotori,V
I ciclomotori a due ruote non possono avere un motore termico di cilindrata superiore a 50 cm3,V
"I ciclomotori sono soggetti a revisione dopo quattro anni dalla prima immatricolazione, successivamente ogni due anni",V
I ciclomotori non hanno più di due ruote,F
"Le biciclette con pedalata assistita, dotate di motore elettrico ausiliario di potenza massima fino a 0,25 kW, sono definite ciclomotori",F
Si definiscono ciclomotori tutti i veicoli a due ruote di cilindrata superiore a 50 cm3,F
"I ciclomotori, per essere definiti tali, devono essere muniti di cambio manuale",F
I ciclomotori possono circolare alla velocità di 60 km/h fuori dai centri urbani,F
I ciclomotori non sono soggetti a revisione periodica,F
I tricicli a motore sono veicoli a motore a tre ruote simmetriche,V
I tricicli a motore sono veicoli con motore di cilindrata superiore a 50 cm3,V
I tricicli a motore sono veicoli a motore aventi una velocità massima per costruzione superiore a 45 km/h,V
"I tricicli a motore sono soggetti a revisione dopo quattro anni dalla prima immatricolazione, successivamente ogni due anni",V
I tricicli a motore sono veicoli a motore che possono essere condotti senza patente,F
I tricicli a motore sono costituiti da un motociclo e un sidecar,F
I tricicli a motore sono veicoli con motore di cilindrata inferiore a 50 cm3 e aventi velocità massima per costruzione fino a 45 km/h,F
I tricicli a motore non sono soggetti a revisione periodica,F
quadricicli leggeri alimentati a benzina hanno cilindrata del motore inferiore o pari a 50 cm3,V
I quadricicli sono veicoli a motore a quattro ruote,V
"I quadricicli leggeri, ai fini della circolazione, sono assimilati ai ciclomotori",V
La potenza dei quadricicli non leggeri è sempre inferiore o uguale a 15 kW,V
I quadricicli sono soggetti a revisione periodica,V
I quadricicli diversi da quelli leggeri possono essere guidati senza patente,F
"I quadricicli non leggeri, ai fini della circolazione, sono equiparati ai ciclomotori",F
"E' consentito sostituire il dispositivo di scarico dei quadricicli leggeri per aumentare la velocità massima, purché non si aumenti la cilindrata del motore",F
La guida dei quadricicli non leggeri è consentita già al compimento del quattordicesimo anno di età,F
I quadricicli non leggeri a manubrio e con carrozzeria aperta possono essere condotti senza casco,F
E' consentito aumentare la cilindrata dei quadricicli leggeri purché non si aumenti la velocità,F
E' consentito sostituire il motore del quadriciclo leggero per aumentare la velocità massima oltre i 45 km/h,F
I quadricicli non sono soggetti a revisione periodica,F
Le macchine agricole possono circolare su strada per il proprio trasferimento se immatricolate,V
Le macchine agricole possono essere a ruote o a cingoli,V
Le macchine agricole a ruote o a cingoli possono circolare su strada per il trasporto di prodotti agricoli per conto delle aziende agricole e forestali,V
Le macchine agricole possono essere semoventi o trainate,V
Le macchine agricole operatrici possono essere dotate di speciali attrezzature per l'esecuzione di operazioni agricole,V
Le macchine operatrici possono essere semoventi o trainate,V
Le macchine operatrici possono essere veicoli sgombraneve,V
Le macchine operatrici possono circolare ad una velocità superiore a 50 km/h,F
Le macchine operatrici a cingoli possono circolare ad una velocità superiore a 45 km/h,F
Le macchine operatrici semoventi possono trasportare fino a quattro passeggeri,F
Per condurre macchine operatrici è necessario essere titolari della patente di guida della categoria A,F
Le macchine agricole possono trasportare fino a quattro passeggeri,F
Sulle macchine agricole e sui loro rimorchi è consentito il trasporto di persone in piedi,F
Con la patente di categoria A si possono guidare tutte le macchine agricole,F
Con la patente di categoria B si possono guidare le macchine operatrici eccezionali,F
I caravan (roulottes) sono rimorchi attrezzati per essere adibiti ad alloggio,V
I caravan (roulottes) sono utilizzabili come alloggio solo con veicolo fermo,V
I caravan (roulottes) sono muniti di targa,V
E' possibile alloggiare nei caravan (roulottes) durante la circolazione,F
I caravan (roulottes) sono rimorchi destinati ai lavori agricoli,F
I caravan (roulottes) sono rimorchi destinati esclusivamente al trasporto di attrezzature turistiche e sportive,F
Le autocaravan (camper) sono veicoli aventi una speciale carrozzeria per essere adibiti al trasporto ed all'alloggio di persone,V
Le autocaravan (camper) sono veicoli aventi una speciale carrozzeria per essere adibiti al trasporto ed all'alloggio al massimo del numero di persone indicato nella carta di circolazione,V
Le autocaravan (camper) sono veicoli attrezzati permanentemente per essere adibiti al trasporto ed all'alloggio di persone,V
Le autocaravan sono soggette a revisione periodica,V
Le autocaravan (camper) sono rimorchi,F
Le autocaravan (camper) sono veicoli destinati ai lavori agricoli,F
Le autocaravan (camper) sono veicoli destinati alla costruzione e alla manutenzione di opere stradali,F
"Sulle autocaravan (camper) è possibile viaggiare in piedi, solo per brevi tratti",F
Le autocaravan sono soggette a revisione ogni cinque anni,F
"Durante la circolazione, gli autocarri con massa massima a pieno carico superiore a 3,5 tonnellate devono essere segnalati posteriormente con pannelli retroriflettenti in figura",V
"Durante la circolazione, i rimorchi e i semirimorchi per trasporto di cose con massa massima a pieno carico superiore a 3,5 tonnellate devono essere segnalati posteriormente con pannelli retroriflettenti in figura",V
"Durante la circolazione, gli autocarri ed i rimorchi con massa massima a pieno carico superiore a 3,5 t devono essere segnalati con strisce posteriori e laterali retroriflettenti",V
Il pannello in figura segnala il trasporto di merci pericolose,V
Il pannello in figura segnala il trasporto di carichi sporgenti,V
Le strisce retroriflettenti applicate lateralmente ad alcuni veicoli possono essere di colore bianco o giallo,V
Le strisce retroriflettenti applicate dietro ad alcuni veicoli possono essere di colore rosso o giallo,V
"Il conducente che vede i pannelli in figura sta seguendo un autocarro con massa a pieno carico superiore a 3,5 tonnellate",V
"Il conducente che vede i pannelli in figura sta seguendo un rimorchio o semirimorchio per trasporto di cose con massa a pieno carico superiore a 3,5 tonnellate",V
"Le strisce retroriflettenti laterali devono essere apposte sugli autocarri di massa complessiva a pieno carico inferiore a 3,5 tonnellate",F
"Durante la circolazione, gli autocarri di massa complessiva a pieno carico inferiore o uguale a 3,5 tonnellate devono essere segnalati posteriormente con pannelli retroriflettenti gialli e rossi",F
Nella parte posteriore degli autobus deve essere apposto un segnale che indica la velocità minima consentita,F
Nella parte posteriore delle autovetture deve essere apposto un segnale che indica la velocità massima consentita,F
I caravan (roulottes) devono essere muniti posteriormente di strisce retroriflettenti di colore rosso o giallo,F
"Gli autobus devono essere muniti, nella parte posteriore di strisce retroriflettenti di colore rosso o bianco",F
"Il pannello in figura è installato posteriormente ai rimorchi o semirimorchi con massa a pieno carico superiore a 3,5 tonnellate",F
I motocicli sono veicoli a due ruote,V
I motocicli hanno cilindrata superiore a 50 cm3,V
I ciclomotori non rientrano nella categoria dei motocicli,V
I motocicli possono essere dotati di cambio automatico,V
"I motocicli sono soggetti a revisione dopo quattro anni dalla prima immatricolazione, successivamente ogni due anni",V
Tutti i veicoli a motore con tre ruote sono dei motocicli,F
I motocicli sono veicoli a motore con più di due ruote,F
Il motociclo è un qualunque veicolo a due ruote,F
Si definiscono motocicli solo i veicoli a due ruote di cilindrata fino a 125 cm3,F
I motocicli hanno motore di cilindrata fino a 50 cm3 e sviluppano una velocità fino a 45 km/h,F
Ai fini della circolazione i quadricicli leggeri sono assimilati ai motocicli,F
"Gli autoveicoli sono veicoli a motore con almeno quattro ruote, esclusi i quadricicli",V
"L'autoveicolo è un veicolo a motore con non meno di quattro ruote, eccetto i quadricicli",V
L'autobus viene classificato autoveicolo,V
L'autocarro è un autoveicolo,V
I quadricicli non sono autoveicoli,V
"Gli autoveicoli sono tutti i veicoli a motore con quattro o più ruote, compresi i quadricicli",F
Gli autoveicoli sono tutti i veicoli con almeno due ruote,F
"Gli autoveicoli sono tutti i veicoli con almeno quattro ruote, compresi quelli senza motore",F
Il triciclo a motore è un autoveicolo,F
L'autoveicolo è un qualunque veicolo a motore,F
L'autoveicolo è un qualunque veicolo adibito al trasporto di merce,F
"L'autovettura è un veicolo a motore con quattro ruote, destinato al trasporto di massimo nove persone, compreso il conducente",V
L'autovettura fa parte degli autoveicoli,V
"L'autovettura non può avere più di nove posti, compreso il conducente",V
L'autobus non è un'autovettura,V
Le autovetture possono avere motore elettrico,V
Le autovetture sono soggette a revisione periodica,V
Si definiscono autovetture tutti i veicoli a motore che hanno la trazione posteriore,F
Le autovetture non possono trainare carrelli-appendice o rimorchi,F
Vengono definite autovetture tutti i veicoli con motore anteriore,F
"L'autovettura è un veicolo con dieci posti in totale, compreso il conducente",F
Si definisce autovettura il veicolo blindato e appositamente attrezzato per il trasporto di valori,F
L'autocarro è un'autovettura,F
"L'autovettura può avere, al massimo, cinque posti",F
Le autovetture sono soggette a revisione ogni cinque anni,F
"I rimorchi o i semirimorchi sono veicoli privi di motore, destinati ad essere trainati",V
I rimorchi leggeri sono quelli di massa massima a pieno carico fino a 750 kg,V
L'autosnodato non è classificato rimorchio,V
L'autocaravan non è un rimorchio,V
Il caravan non è un rimorchio,F
I rimorchi leggeri sono quelli di massa massima a pieno carico fino a 500 kg,F
I semirimorchi sono rimorchi privi di impianto frenante,F
I rimorchi sono muniti di silenziatore,F
Bisogna lasciare liberi gli incroci in caso di traffico intenso,V
Bisogna lasciare liberi i passaggi a livello e i binari del tram anche in caso di traffico intenso,V
Bisogna lasciare liberi gli attraversamenti pedonali e quelli ciclabili in caso di formazione di code di veicoli,V
"Bisogna lasciare libere le immissioni stradali (incroci, confluenze, ingressi dei parcheggi, ecc.) anche in caso di traffico intenso",V
Bisogna lasciare liberi solo gli incroci regolati da semaforo in caso di formazione di code di veicoli,F
Bisogna lasciare liberi i cavalcavia in caso di traffico intenso,F
Bisogna lasciare libere le gallerie in caso di formazione di code di veicoli,F
Bisogna lasciare liberi gli ingressi delle abitazioni private in caso di formazione di code di veicoli,F
Bisogna lasciare liberi i sottovia in caso di traffico intenso,F
"Quando si viaggia in fila con altri veicoli, non bisogna limitarsi a osservare solamente il veicolo che precede, ma occorre porre attenzione anche in lontananza, per controllare la situazione del traffico",V
"Per agevolare il traffico, è opportuno lasciare liberi gli sbocchi delle strade laterali quando si viaggia dietro ad una fila di veicoli",V
"Quando si viaggia in fila con altri veicoli, bisogna mantenere ugualmente la distanza di sicurezza",V
"Per una maggiore sicurezza, quando si viaggia in fila con altri veicoli, è opportuno non avvicinarsi troppo al veicolo che precede",V
"Per una maggiore sicurezza, quando nei centri urbani si viaggia in fila con altri veicoli, è opportuno tenere sempre accese le luci di emergenza",F
Quando si viaggia in fila con altri veicoli è consentito distrarsi se si è a bassa velocità,F
"Quando si viaggia dietro in fila con altri veicoli, è opportuno spostarsi il più possibile a sinistra, per creare una corsia libera a destra",F
"Quando si viaggia in fila con altri veicoli, è opportuno spostarsi al centro della carreggiata, per controllare la situazione del traffico",F
"Anche in condizioni di scarsa visibilità quando si viaggia dietro ad un veicolo che solleva polvere, conviene sorpassarlo subito",F
Entrando in un centro abitato bisogna tenere conto che può cambiare spesso la precedenza agli incroci,V
"Entrando in un centro abitato, bisogna tenere conto che il flusso della circolazione viene spesso intralciato o interrotto da veicoli che sono fermi, che partono o che cambiano direzione",V
"Entrati in un centro abitato, bisogna tenere conto che gli altri utenti della strada (quali pedoni e ciclisti) si mescolano maggiormente con il traffico motorizzato",V
"In un centro abitato bisogna essere più attenti, prudenti e tolleranti, a causa del maggior numero di utenti che interagiscono nell'ambiente urbano",V
"Entrando in un centro abitato, bisogna continuare a mantenere la concentrazione alla guida anche se potrebbero aumentare i motivi per distrarsi",V
"Entrando in un centro abitato, bisogna considerare che è possibile sostare in corrispondenza di incroci non regolati",F
In un centro abitato è sempre consentita la marcia per file parallele,F
"In un centro abitato, bisogna considerare che i pedoni e i diversamente abili devono sempre dare la precedenza ai veicoli a motore",F
È vietato spostare o imbrattare la segnaletica stradale,V
È vietato rimuovere la segnaletica stradale,V
Spostare la segnaletica stradale può comportare pericolo grave per gli altri utenti della strada,V
"E' consentito spostare la segnaletica stradale, se non si tratta di segnali di pericolo",F
"E' consentito spostare la segnaletica stradale, dopo aver avvisato gli organi di polizia",F
"E' consentito spostare la segnaletica stradale, se si tratta delle barriere di delimitazione o dei coni stradali",F
Sulle strade è vietato gareggiare in velocità,V
Il conducente che partecipa a gare di velocità non autorizzate su aree pubbliche è punito con la reclusione,V
E' punito con la reclusione il conducente che gareggia in velocità su strade pubbliche,V
E' punito con la reclusione chi scommette su veicoli che partecipano a gare di velocità non autorizzate su strade pubbliche,V
Le competizioni sportive con veicoli su aree pubbliche sono consentite senza autorizzazione,F
"Sulle strade pubbliche sono consentite le gare di velocità, anche se non autorizzate, dalle ore 23.00 alle ore 6.00",F
"Sono consentite le gare di velocità, anche se non autorizzate, purché partecipino solo due autovetture",F
"Sulle strade pubbliche sono consentite le gare di velocità, anche se non autorizzate, tra motocicli e non tra autoveicoli",F
E' vietato lanciare dal finestrino mozziconi di sigaretta accesi,V
